HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0011754,Acinetobacter,methyldopa,Nausea,Gastrointestinal,,negative,-0.484356104,-0.472830287,-0.313283718
HMDB0011754,Allisonella,methyldopa,Nausea,Gastrointestinal,,positive,0.403934466,0.592578759,0.41220422
HMDB0011754,Butyricicoccus,methyldopa,Nausea,Gastrointestinal,,negative,-0.526452547,-0.586348629,-0.435539301
HMDB0011754,CAG-352,methyldopa,Nausea,Gastrointestinal,,positive,0.377044325,0.413595411,0.245610818
HMDB0011754,Comamonas,methyldopa,Nausea,Gastrointestinal,,negative,-0.631621762,-0.36940155,-0.253061429
HMDB0011754,Coprococcus,methyldopa,Nausea,Gastrointestinal,,positive,0.415759416,0.337648276,0.626950508
HMDB0011754,Escherichia-Shigella,methyldopa,Nausea,Gastrointestinal,,negative,-0.545804546,-0.338193725,-0.363015498
HMDB0011754,Lachnospira,methyldopa,Nausea,Gastrointestinal,,negative,-0.467082039,-0.42444397,-0.324411
HMDB0011754,Prevotella,methyldopa,Nausea,Gastrointestinal,,positive,0.4,0.175245627,0.359761297
HMDB0014693,Acinetobacter,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Nausea,Gastrointestinal,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0033209,Agathobacter,fenthion,Nausea,Gastrointestinal,,positive,0.230259784,0.290352842,0.378146087
HMDB0033209,Allisonella,fenthion,Nausea,Gastrointestinal,,positive,0.548485521,0.457600492,0.240130126
HMDB0033209,Asteroleplasma,fenthion,Nausea,Gastrointestinal,,positive,0.402597835,0.401395901,0.384868854
HMDB0033209,Avibacterium,fenthion,Nausea,Gastrointestinal,,negative,-0.424893145,-0.482929092,-0.454425154
HMDB0033209,CAG-352,fenthion,Nausea,Gastrointestinal,,negative,-0.489827921,-0.463813505,-0.484405483
HMDB0033209,Coprococcus,fenthion,Nausea,Gastrointestinal,,negative,-0.597014155,-0.223986091,-0.32843609
HMDB0033209,Defluviitaleaceae_UCG-011,fenthion,Nausea,Gastrointestinal,,negative,-0.542273353,-0.362413246,-0.352526244
HMDB0033209,Elusimicrobium,fenthion,Nausea,Gastrointestinal,,negative,-0.436800705,-0.332602775,-0.385539455
HMDB0033209,Escherichia-Shigella,fenthion,Nausea,Gastrointestinal,,positive,0.44519567,0.308656515,0.509969505
HMDB0033209,GCA-900066575,fenthion,Nausea,Gastrointestinal,,positive,0.463117402,0.400136256,0.39810994
HMDB0033209,Herbaspirillum,fenthion,Nausea,Gastrointestinal,,negative,-0.448377741,-0.352696239,-0.426141516
HMDB0033209,Mannheimia,fenthion,Nausea,Gastrointestinal,,negative,-0.399243686,-0.510136925,-0.36380422
HMDB0033209,Megasphaera,fenthion,Nausea,Gastrointestinal,,positive,0.581725943,0.345420559,0.567572546
HMDB0033209,NK4A214_group,fenthion,Nausea,Gastrointestinal,,negative,-0.40173189,-0.296501204,-0.471491881
HMDB0033209,Odoribacter,fenthion,Nausea,Gastrointestinal,,negative,-0.31441632,-0.332561809,-0.474831639
HMDB0033209,Romboutsia,fenthion,Nausea,Gastrointestinal,,positive,0.417532612,0.373814146,0.318137892
HMDB0033209,Roseburia,fenthion,Nausea,Gastrointestinal,,negative,-0.335455454,-0.276084942,-0.463159834
HMDB0033209,UCG-005,fenthion,Nausea,Gastrointestinal,,negative,-0.395536012,-0.245473084,-0.32443029
HMDB0033209,Weissella,fenthion,Nausea,Gastrointestinal,,negative,-0.528313073,-0.473970957,-0.44808859
HMDB0001848,Agathobacter,imipramine,Nausea,Gastrointestinal,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Nausea,Gastrointestinal,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Nausea,Gastrointestinal,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Nausea,Gastrointestinal,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Nausea,Gastrointestinal,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Nausea,Gastrointestinal,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Nausea,Gastrointestinal,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Nausea,Gastrointestinal,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Nausea,Gastrointestinal,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Nausea,Gastrointestinal,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Nausea,Gastrointestinal,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Nausea,Gastrointestinal,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Nausea,Gastrointestinal,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Nausea,Gastrointestinal,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Nausea,Gastrointestinal,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Nausea,Gastrointestinal,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Nausea,Gastrointestinal,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Nausea,Gastrointestinal,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Nausea,Gastrointestinal,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0001924,Akkermansia,atenolol,Nausea,Gastrointestinal,,positive,0.416305611,0.230503808,0.211056306
HMDB0001924,Alistipes,atenolol,Nausea,Gastrointestinal,,positive,0.427070578,0.205346309,0.260916785
HMDB0001924,Anaerostipes,atenolol,Nausea,Gastrointestinal,,positive,0.326204633,0.528653437,0.237241068
HMDB0001924,Butyricicoccus,atenolol,Nausea,Gastrointestinal,,positive,0.296830909,0.367330775,0.250218849
HMDB0001924,Christensenellaceae_R-7_group,atenolol,Nausea,Gastrointestinal,,positive,0.342929561,0.240521775,0.256032051
HMDB0001924,Coriobacteriaceae_UCG-003,atenolol,Nausea,Gastrointestinal,,positive,0.416458601,0.44413845,0.495751306
HMDB0001924,Defluviitaleaceae_UCG-011,atenolol,Nausea,Gastrointestinal,,positive,0.393043142,0.258649692,0.432092502
HMDB0001924,Elusimicrobium,atenolol,Nausea,Gastrointestinal,,positive,0.38276522,0.429694247,0.375357809
HMDB0001924,Escherichia-Shigella,atenolol,Nausea,Gastrointestinal,,negative,-0.715602096,-0.49298106,-0.277455851
HMDB0001924,Intestinibacter,atenolol,Nausea,Gastrointestinal,,positive,0.468819762,0.311246057,0.476345048
HMDB0001924,Lachnospira,atenolol,Nausea,Gastrointestinal,,positive,0.345937307,0.27295865,0.273624106
HMDB0001924,Megasphaera,atenolol,Nausea,Gastrointestinal,,negative,-0.269697474,-0.57704238,-0.359506555
HMDB0001924,Methanobrevibacter,atenolol,Nausea,Gastrointestinal,,positive,0.42601759,0.356687403,0.396343238
HMDB0001924,Methylobacterium-Methylorubrum,atenolol,Nausea,Gastrointestinal,,positive,0.362017926,0.511883086,0.36528108
HMDB0001924,Muribaculaceae,atenolol,Nausea,Gastrointestinal,,negative,-0.411238576,-0.499955374,-0.182958414
HMDB0001924,NK4A214_group,atenolol,Nausea,Gastrointestinal,,positive,0.357115761,0.327454293,0.264314494
HMDB0001924,Phascolarctobacterium,atenolol,Nausea,Gastrointestinal,,negative,-0.546965682,-0.278693645,-0.34328969
HMDB0001924,Prevotellaceae_UCG-003,atenolol,Nausea,Gastrointestinal,,positive,0.286370322,0.419922642,0.376473382
HMDB0001924,Roseburia,atenolol,Nausea,Gastrointestinal,,positive,0.551193319,0.411929653,0.454682132
HMDB0001924,Solobacterium,atenolol,Nausea,Gastrointestinal,,positive,0.437658555,0.307618233,0.441798619
HMDB0001924,Subdoligranulum,atenolol,Nausea,Gastrointestinal,,positive,0.361282428,0.557501364,0.323742034
HMDB0001924,Succinivibrio,atenolol,Nausea,Gastrointestinal,,positive,0.636906745,0.359182438,0.212596516
HMDB0001924,UCG-005,atenolol,Nausea,Gastrointestinal,,positive,0.287685402,0.407475578,0.298161449
HMDB0001924,UCG-010,atenolol,Nausea,Gastrointestinal,,positive,0.307265998,0.264074839,0.313438895
HMDB0001924,Weissella,atenolol,Nausea,Gastrointestinal,,positive,0.509039624,0.33005798,0.350052266
HMDB0031804,Allisonella,methomyl,Nausea,Gastrointestinal,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Nausea,Gastrointestinal,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Nausea,Gastrointestinal,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Nausea,Gastrointestinal,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Nausea,Gastrointestinal,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Nausea,Gastrointestinal,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Nausea,Gastrointestinal,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0036137,Anaerobiospirillum,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.271169903,-0.287059731,-0.322182827
HMDB0036137,Atopobium,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,positive,0.489873382,0.431409498,0.261165969
HMDB0036137,Butyricicoccus,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.589454361,-0.479829456,-0.263456478
HMDB0036137,Comamonas,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.358417554,-0.251109288,-0.173374999
HMDB0036137,Coprococcus,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,positive,0.607113424,0.262895709,0.395858852
HMDB0036137,Helicobacter,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.535708662,-0.327458279,-0.302462899
HMDB0036137,Lachnospira,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.552745985,-0.300586342,-0.481792348
HMDB0036137,Prevotella,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,positive,0.335365541,0.183685328,0.432806759
HMDB0036137,Prevotellaceae_UCG-003,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.622112927,-0.320994996,-0.195216998
HMDB0036137,Solobacterium,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.487754662,-0.232898468,-0.319082224
HMDB0036137,Subdoligranulum,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.434548304,-0.392792202,-0.342886559
HMDB0036137,UCG-005,3-acetyldeoxynivalenol,Nausea,Gastrointestinal,,negative,-0.49840534,-0.392792202,-0.204718987
HMDB0029751,Butyricicoccus,naphthalene,Nausea,Gastrointestinal,Odor,negative,-0.32,-0.520146809,-0.415692939
HMDB0029751,Catenibacterium,naphthalene,Nausea,Gastrointestinal,Odor,negative,-0.2,-0.585680736,-0.374865773
HMDB0029751,GCA-900066575,naphthalene,Nausea,Gastrointestinal,Odor,negative,-0.3,-0.528787689,-0.359532273
HMDB0029751,Monoglobus,naphthalene,Nausea,Gastrointestinal,Odor,negative,-0.34,-0.324194779,-0.425140067
HMDB0029751,Rikenellaceae_RC9_gut_group,naphthalene,Nausea,Gastrointestinal,Odor,positive,0.366666667,0.281814419,0.413362618
HMDB0014693,Acinetobacter,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Anxiety,Psychiatric,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Anxiety,Psychiatric,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Anxiety,Psychiatric,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Anxiety,Psychiatric,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Anxiety,Psychiatric,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0033209,Agathobacter,fenthion,Anxiety,Psychiatric,,positive,0.230259784,0.290352842,0.378146087
HMDB0033209,Allisonella,fenthion,Anxiety,Psychiatric,,positive,0.548485521,0.457600492,0.240130126
HMDB0033209,Asteroleplasma,fenthion,Anxiety,Psychiatric,,positive,0.402597835,0.401395901,0.384868854
HMDB0033209,Avibacterium,fenthion,Anxiety,Psychiatric,,negative,-0.424893145,-0.482929092,-0.454425154
HMDB0033209,CAG-352,fenthion,Anxiety,Psychiatric,,negative,-0.489827921,-0.463813505,-0.484405483
HMDB0033209,Coprococcus,fenthion,Anxiety,Psychiatric,,negative,-0.597014155,-0.223986091,-0.32843609
HMDB0033209,Defluviitaleaceae_UCG-011,fenthion,Anxiety,Psychiatric,,negative,-0.542273353,-0.362413246,-0.352526244
HMDB0033209,Elusimicrobium,fenthion,Anxiety,Psychiatric,,negative,-0.436800705,-0.332602775,-0.385539455
HMDB0033209,Escherichia-Shigella,fenthion,Anxiety,Psychiatric,,positive,0.44519567,0.308656515,0.509969505
HMDB0033209,GCA-900066575,fenthion,Anxiety,Psychiatric,,positive,0.463117402,0.400136256,0.39810994
HMDB0033209,Herbaspirillum,fenthion,Anxiety,Psychiatric,,negative,-0.448377741,-0.352696239,-0.426141516
HMDB0033209,Mannheimia,fenthion,Anxiety,Psychiatric,,negative,-0.399243686,-0.510136925,-0.36380422
HMDB0033209,Megasphaera,fenthion,Anxiety,Psychiatric,,positive,0.581725943,0.345420559,0.567572546
HMDB0033209,NK4A214_group,fenthion,Anxiety,Psychiatric,,negative,-0.40173189,-0.296501204,-0.471491881
HMDB0033209,Odoribacter,fenthion,Anxiety,Psychiatric,,negative,-0.31441632,-0.332561809,-0.474831639
HMDB0033209,Romboutsia,fenthion,Anxiety,Psychiatric,,positive,0.417532612,0.373814146,0.318137892
HMDB0033209,Roseburia,fenthion,Anxiety,Psychiatric,,negative,-0.335455454,-0.276084942,-0.463159834
HMDB0033209,UCG-005,fenthion,Anxiety,Psychiatric,,negative,-0.395536012,-0.245473084,-0.32443029
HMDB0033209,Weissella,fenthion,Anxiety,Psychiatric,,negative,-0.528313073,-0.473970957,-0.44808859
HMDB0001848,Agathobacter,imipramine,Anxiety,Psychiatric,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Anxiety,Psychiatric,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Anxiety,Psychiatric,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Anxiety,Psychiatric,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Anxiety,Psychiatric,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Anxiety,Psychiatric,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Anxiety,Psychiatric,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Anxiety,Psychiatric,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Anxiety,Psychiatric,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Anxiety,Psychiatric,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Anxiety,Psychiatric,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Anxiety,Psychiatric,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Anxiety,Psychiatric,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Anxiety,Psychiatric,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Anxiety,Psychiatric,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Anxiety,Psychiatric,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Anxiety,Psychiatric,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Anxiety,Psychiatric,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Anxiety,Psychiatric,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0031804,Allisonella,methomyl,Anxiety,Psychiatric,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Anxiety,Psychiatric,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Anxiety,Psychiatric,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Anxiety,Psychiatric,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Anxiety,Psychiatric,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Anxiety,Psychiatric,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Anxiety,Psychiatric,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0001859,Anaerobiospirillum,acetaminophen,Liver damage,Liver,Taste,negative,-0.496524758,-0.473525645,-0.29607331
HMDB0001859,CAG-352,acetaminophen,Liver damage,Liver,Taste,negative,-0.543615043,-0.222078384,-0.355200327
HMDB0001859,Coprococcus,acetaminophen,Liver damage,Liver,Taste,positive,0.589235033,0.416883047,0.479553943
HMDB0001859,Lachnospira,acetaminophen,Liver damage,Liver,Taste,negative,-0.547082039,-0.301774978,-0.464798476
HMDB0001859,Megasphaera,acetaminophen,Liver damage,Liver,Taste,negative,-0.538885438,-0.219854889,-0.372476074
HMDB0001859,Muribaculaceae,acetaminophen,Liver damage,Liver,Taste,negative,-0.482404532,-0.448647082,-0.269184943
HMDB0001859,Phascolarctobacterium,acetaminophen,Liver damage,Liver,Taste,negative,-0.552597835,-0.437138529,-0.37003611
HMDB0001859,Prevotella,acetaminophen,Liver damage,Liver,Taste,positive,0.48,0.439226691,0.465704793
HMDB0001859,Prevotellaceae_UCG-003,acetaminophen,Liver damage,Liver,Taste,negative,-0.538885438,-0.214811233,-0.160734778
HMDB0001859,UCG-005,acetaminophen,Liver damage,Liver,Taste,negative,-0.478885438,-0.424360013,-0.253981395
HMDB0001859,UCG-009,acetaminophen,Liver damage,Liver,Taste,negative,-0.301073839,-0.419653447,-0.375512136
HMDB0001169,Allisonella,4-aminophenol,Convulsion,Neurological,,positive,0.543354557,0.500114261,0.410608617
HMDB0001169,Catenibacterium,4-aminophenol,Convulsion,Neurological,,negative,-0.608328157,-0.451235626,-0.26685444
HMDB0001169,Coprococcus,4-aminophenol,Convulsion,Neurological,,positive,0.383220192,0.361414241,0.369437857
HMDB0001169,Defluviitaleaceae_UCG-011,4-aminophenol,Convulsion,Neurological,,negative,-0.444499845,-0.341343365,-0.38729339
HMDB0031769,Acidaminococcus,carbendazim,Skin irritation,Dermatological,,positive,0.507450143,0.418121385,0.342891909
HMDB0031769,Lachnospiraceae_UCG-010,carbendazim,Skin irritation,Dermatological,,positive,0.40279627,0.497815193,0.429461004
HMDB0031769,Phascolarctobacterium,carbendazim,Skin irritation,Dermatological,,positive,0.399436143,0.40059327,0.44326812
HMDB0031769,Prevotellaceae_UCG-003,carbendazim,Skin irritation,Dermatological,,positive,0.299930088,0.433346003,0.376604775
HMDB0036137,Anaerobiospirillum,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.271169903,-0.287059731,-0.322182827
HMDB0036137,Atopobium,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,positive,0.489873382,0.431409498,0.261165969
HMDB0036137,Butyricicoccus,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.589454361,-0.479829456,-0.263456478
HMDB0036137,Comamonas,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.358417554,-0.251109288,-0.173374999
HMDB0036137,Coprococcus,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,positive,0.607113424,0.262895709,0.395858852
HMDB0036137,Helicobacter,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.535708662,-0.327458279,-0.302462899
HMDB0036137,Lachnospira,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.552745985,-0.300586342,-0.481792348
HMDB0036137,Prevotella,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,positive,0.335365541,0.183685328,0.432806759
HMDB0036137,Prevotellaceae_UCG-003,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.622112927,-0.320994996,-0.195216998
HMDB0036137,Solobacterium,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.487754662,-0.232898468,-0.319082224
HMDB0036137,Subdoligranulum,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.434548304,-0.392792202,-0.342886559
HMDB0036137,UCG-005,3-acetyldeoxynivalenol,Skin irritation,Dermatological,,negative,-0.49840534,-0.392792202,-0.204718987
HMDB0039815,Acidaminococcus,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.554800411,-0.636807487,-0.438556316
HMDB0039815,Aeromonas,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.314981143,-0.401943789,-0.594691596
HMDB0039815,Allisonella,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,positive,0.370601133,0.608792876,0.451125537
HMDB0039815,Butyricicoccus,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.38076043,-0.597803222,-0.278045463
HMDB0039815,Comamonas,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.631621762,-0.389687023,-0.322797314
HMDB0039815,Coriobacteriaceae_UCG-003,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.502174344,-0.369405671,-0.154672556
HMDB0039815,Defluviitaleaceae_UCG-011,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.463885438,-0.34209964,-0.502984708
HMDB0039815,Dorea,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.539235033,-0.42232534,-0.29842216
HMDB0039815,Howardella,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.490737865,-0.491445274,-0.467678698
HMDB0039815,Intestinibacter,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.467225211,-0.328316004,-0.173870052
HMDB0039815,Lachnospira,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.299814064,-0.388607336,-0.504570072
HMDB0039815,Lachnospiraceae_UCG-010,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.568138071,-0.520539077,-0.352850678
HMDB0039815,Lactococcus,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.528782036,-0.442555855,-0.442936087
HMDB0039815,Methanobrevibacter,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.449538758,-0.410050699,-0.282273499
HMDB0039815,Oscillibacter,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.4,-0.378520026,-0.496655057
HMDB0039815,Phascolarctobacterium,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.535218299,-0.269094955,-0.258459898
HMDB0039815,Prevotellaceae_UCG-003,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.530203751,-0.463172407,-0.182391917
HMDB0039815,Rikenellaceae_RC9_gut_group,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.583606798,-0.656509583,-0.275734304
HMDB0039815,Roseburia,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,positive,0.473049517,0.451313892,0.504581913
HMDB0039815,Shewanella,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.38044987,-0.195474836,-0.275904098
HMDB0039815,Solobacterium,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.471517216,-0.413782771,-0.390523478
